NAME,INCHKEY,SMILES,Experimental Retention Time,XGBOOST,RANDOM FOREST,BRNN,LIGHTGBM,KERAS,,XGBOOST,BRNN,RANDOM FOREST,LIGHTGBM,KERAS
Mifepristone,VKHAHZOOUSRJNA-GCNJZUOMSA-N,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,1.00,1.08,1.10,1.09,1.20,1.35,,0.08,0.10,0.09,0.20,0.35
Miglitol,IBAQFPQHRJAVAV-ULAWRXDQSA-N,C1C(C(C(C(N1CCO)CO)O)O)O,8.12,7.27,6.93,7.31,7.05,6.66,,0.85,1.19,0.81,1.07,1.46
Milnacipran,GJJFMKBJSRMPLA-HIFRSBDPSA-N,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,3.23,3.34,3.38,2.95,3.47,2.71,,0.11,0.15,0.29,0.24,0.52
Milrinone,PZRHRDRVRGEVNW-UHFFFAOYSA-N,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,1.60,1.77,1.79,2.37,1.57,2.56,,0.17,0.19,0.77,0.03,0.96
Mirtazapine,RONZAEMNMFQXRA-UHFFFAOYSA-N,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,3.08,3.09,3.00,3.41,3.42,3.97,,0.01,0.07,0.34,0.35,0.89
MK-886,QAOAOVKBIIKRNL-UHFFFAOYSA-N,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,0.96,1.19,1.09,1.48,1.30,0.42,,0.23,0.13,0.51,0.34,0.55
Moclobemide,YHXISWVBGDMDLQ-UHFFFAOYSA-N,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,2.03,2.16,2.23,3.18,1.52,2.51,,0.13,0.20,1.15,0.51,0.48
Modafinil,YFGHCGITMMYXAQ-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,1.27,1.22,1.45,0.86,1.00,1.02,,0.05,0.18,0.41,0.26,0.24
Mosapride,YPELFRMCRYSPKZ-UHFFFAOYSA-N,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,1.24,1.83,1.67,2.48,1.39,1.93,,0.59,0.43,1.24,0.15,0.69
Moxifloxacin,FABPRXSRWADJSP-MEDUHNTESA-N,COC1=C2C(=CC(=C1N3CC4CCC[NH2+]C4C3)F)C(=O)C(=CN2C5CC5)C(=O)[O-],4.69,4.55,4.40,5.14,4.57,4.70,,0.14,0.29,0.45,0.12,0.01
Moxonidine,WPNJAUFVNXKLIM-UHFFFAOYSA-N,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,3.28,3.54,3.61,3.94,3.63,3.25,,0.26,0.33,0.66,0.35,0.03
Muramic acid,MSFSPUZXLOGKHJ-PGYHGBPZSA-N,CC(C(=O)O)OC1C(C(OC(C1N)O)CO)O,8.28,8.74,8.14,8.67,8.32,8.71,,0.46,0.14,0.39,0.04,0.43
Myricetin,IKMDFBPHZNJCSN-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,2.69,3.94,3.64,2.63,3.84,2.95,,1.25,0.96,0.05,1.15,0.27
"N,N-Dimethylformamide",ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,1.29,1.91,2.69,3.59,1.79,3.78,,0.62,1.40,2.30,0.50,2.50
N-(2-Furoyl)glycine,KSPQDMRTZZYQLM-UHFFFAOYSA-N,C1=COC(=C1)C(=O)NCC(=O)O,4.01,4.06,4.25,3.29,4.01,4.58,,0.05,0.25,0.72,0.00,0.57
N-2-Fluorenylacetamide,CZIHNRWJTSTCEX-UHFFFAOYSA-N,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2,4.74,2.53,3.22,1.94,2.20,4.50,,2.21,1.53,2.80,2.55,0.25
N-2-Hydroxycyclopentyladenosine,GYWXTRVEUURNEW-QPIWWKSXSA-N,C1CC(C(C1)O)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,3.48,3.79,3.81,5.11,3.76,3.58,,0.31,0.33,1.64,0.29,0.10
N-Acetyl-Asp-Glu,OPVPGKGADVGKTG-BQBZGAKWSA-N,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,8.11,8.69,8.34,7.86,8.63,9.25,,0.58,0.23,0.25,0.52,1.14
N-Acetylcaprolactam,QISSLHPKTCLLDL-UHFFFAOYSA-N,CC(=O)N1CCCCCC1=O,2.30,2.14,2.35,2.61,2.08,2.75,,0.16,0.06,0.32,0.21,0.46
N-Acetylcysteine,PWKSKIMOESPYIA-BYPYZUCNSA-N,CC(=O)NC(CS)C(=O)O,5.28,4.94,4.97,3.18,4.47,4.65,,0.34,0.32,2.10,0.81,0.63
N-Acetylglucosamine,OVRNDRQMDRJTHS-RTRLPJTCSA-N,CC(=O)NC1C(C(C(OC1O)CO)O)O,7.06,6.70,6.79,6.23,6.98,7.47,,0.36,0.27,0.84,0.08,0.41
N-Acetylglutamic acid,RFMMMVDNIPUKGG-YFKPBYRVSA-N,CC(=O)NC(CCC(=O)O)C(=O)O,7.67,7.58,7.38,5.40,7.22,7.24,,0.09,0.29,2.28,0.45,0.43
N-Acetylhistidine,KBOJOGQFRVVWBH-ZETCQYMHSA-N,CC(=O)NC(CC1=CN=CN1)C(=O)O,8.07,8.17,7.52,6.71,8.36,8.04,,0.10,0.55,1.37,0.29,0.03
N-Acetylleucine,WXNXCEHXYPACJF-ZETCQYMHSA-N,CC(C)CC(C(=O)O)NC(=O)C,2.29,2.22,2.61,2.75,2.51,2.84,,0.07,0.32,0.46,0.22,0.55
N-Acetylmannosamine,OVRNDRQMDRJTHS-ZTVVOAFPSA-N,CC(=O)NC1C(C(C(OC1O)CO)O)O,7.01,6.70,6.79,6.23,6.98,7.47,,0.31,0.22,0.78,0.02,0.47
N-Acetylneuraminic acid,SQVRNKJHWKZAKO-LUWBGTNYSA-N,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,9.26,9.57,9.01,8.58,9.36,9.59,,0.31,0.25,0.68,0.10,0.33
N-Acetylserine,JJIHLJJYMXLCOY-BYPYZUCNSA-N,CC(=O)NC(CO)C(=O)O,7.67,6.72,7.10,4.33,6.95,6.40,,0.95,0.57,3.34,0.72,1.27
N-alpha-methylhistamine,PHSPJQZRQAJPPF-UHFFFAOYSA-N,CNCCC1=CN=CN1,7.48,7.16,6.60,6.27,7.34,6.88,,0.32,0.88,1.21,0.14,0.60
N-Benzyloxycarbonylglycine,CJUMAFVKTCBCJK-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)NCC(=O)O,7.67,5.36,5.62,3.80,4.82,5.35,,2.31,2.05,3.87,2.85,2.32
N-Carbobenzyloxyleucine,USPFMEKVPDBMCG-LBPRGKRZSA-N,CC(C)CC(C(=O)O)NC(=O)OCC1=CC=CC=C1,1.28,1.80,1.60,1.98,2.09,1.94,,0.52,0.33,0.71,0.82,0.66
N-Cinnamoylglycine,YAADMLWHGMUGQL-VOTSOKGWSA-N,C1=CC=C(C=C1)C=CC(=O)NCC(=O)O,2.95,3.23,2.88,2.76,3.19,3.28,,0.28,0.07,0.19,0.24,0.33
"N-cyano-N'-(1,1-dimethylpropyl)-N'-3-pyridinyl-guanidine",HKZNADVVGXKQDL-UHFFFAOYSA-N,CCC(C)(C)N=C(NC#N)NC1=CN=CC=C1,1.16,1.49,1.64,1.90,1.25,1.76,,0.33,0.47,0.73,0.09,0.60
N-Cyclohexylformamide,SWGXDLRCJNEEGZ-UHFFFAOYSA-N,C1CCC(CC1)NC=O,1.20,2.27,2.36,3.47,1.90,2.73,,1.07,1.16,2.26,0.70,1.53
N-epsilon-Acetyllysine,DTERQYGMUDWYAZ-ZETCQYMHSA-N,CC(=O)NCCCCC(C(=O)O)N,8.03,8.00,8.09,7.96,8.05,8.18,,0.03,0.06,0.06,0.02,0.15
N-gamma-Acetyl-N-2-formyl-5-methoxykynurenamine,JYWNYMJKURVPFH-UHFFFAOYSA-N,CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O,1.32,1.36,1.39,1.90,1.35,1.35,,0.04,0.07,0.59,0.04,0.03
N-Isobutyrylglycine,DCICDMMXFIELDF-UHFFFAOYSA-N,CC(C)C(=O)NCC(=O)O,3.60,3.89,3.85,3.75,4.03,4.78,,0.29,0.25,0.14,0.42,1.18
N-Isovalerylglycine,ZRQXMKMBBMNNQC-UHFFFAOYSA-N,CC(C)CC(=O)NCC(=O)O,2.94,3.15,3.17,3.16,3.01,3.78,,0.21,0.23,0.22,0.07,0.84
N-Methylalanine,GDFAOVXKHJXLEI-VKHMYHEASA-N,CC(C(=O)O)NC,7.67,7.19,7.10,7.64,7.27,7.35,,0.48,0.57,0.03,0.40,0.32
N-Methylaniline,AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNC1=CC=CC=C1,1.06,3.11,2.97,3.59,2.60,3.66,,2.05,1.91,2.53,1.55,2.60
N-Methylanthranilic acid,WVMBPWMAQDVZCM-UHFFFAOYSA-N,CNC1=CC=CC=C1C(=O)O,1.22,1.66,1.76,2.84,1.56,3.42,,0.44,0.54,1.62,0.34,2.19
N-Methylaspartic acid,HOKKHZGPKSLGJE-GSVOUGTGSA-N,CNC(CC(=O)O)C(=O)O,2.53,5.07,4.63,8.18,4.92,7.82,,2.54,2.10,5.65,2.40,5.29
N-Methylglutamic acid,XLBVNMSMFQMKEY-UHFFFAOYSA-N,CNC(CCC(=O)O)C(=O)O,8.32,7.84,7.74,8.68,7.48,8.48,,0.48,0.58,0.36,0.84,0.16
N-Methylisoleucine,KSPIYJQBLVDRRI-UHFFFAOYSA-N,CCC(C)C(C(=O)O)NC,6.44,6.30,6.18,5.73,6.24,5.67,,0.14,0.26,0.72,0.21,0.77
N-Methylparoxetine,MOJZPKOBKCXNKG-YJBOKZPZSA-N,CN1CCC(C(C1)COC2=CC3=C(C=C2)OCO3)C4=CC=C(C=C4)F,2.20,2.22,2.32,1.79,2.24,2.18,,0.02,0.12,0.41,0.04,0.02
N-Methylphenylalanine,SCIFESDRCALIIM-VIFPVBQESA-N,C[NH2+]C(CC1=CC=CC=C1)C(=O)[O-],6.22,5.86,5.89,5.80,5.97,5.86,,0.36,0.33,0.42,0.25,0.36
N-Methylserine,PSFABYLDRXJYID-VKHMYHEASA-N,C[NH2+]C(CO)C(=O)[O-],8.03,8.05,7.89,8.01,7.87,8.19,,0.02,0.14,0.02,0.16,0.17
N-Methylthreonine,CCAIIPMIAFGKSI-DMTCNVIQSA-N,CC(C(C(=O)[O-])[NH2+]C)O,7.68,7.81,7.67,7.71,8.02,7.93,,0.13,0.01,0.03,0.34,0.25
N-Methylvaline,AKCRVYNORCOYQT-UHFFFAOYSA-N,CC(C)C(C(=O)[O-])[NH2+]C,6.99,7.02,6.86,7.10,6.97,7.07,,0.03,0.14,0.10,0.02,0.07
N-omega-Acetylhistamine,XJWPISBUKWZALE-UHFFFAOYSA-N,CC(=O)NCCC1=CN=CN1,6.00,5.57,5.23,4.52,5.65,5.31,,0.43,0.77,1.48,0.35,0.68
N2-Methylguanosine,SLEHROROQDYRAW-KQYNXXCUSA-N,CNC1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O,6.40,6.25,6.08,5.99,6.55,6.15,,0.15,0.32,0.41,0.15,0.25
N6-Isopentenyladenosine,USVMJSALORZVDV-SDBHATRESA-N,CC(=CCNC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)C,1.48,2.23,2.16,2.81,1.91,1.76,,0.75,0.69,1.34,0.44,0.28
Nafadotride,IDZASIQMRGPBCQ-UHFFFAOYSA-N,CCCCN1CCCC1CNC(=O)C2=C(C3=CC=CC=C3C(=C2)C#N)OC,2.05,2.72,2.43,2.28,2.90,2.85,,0.67,0.39,0.24,0.86,0.80
Naftopidil,HRRBJVNMSRJFHQ-UHFFFAOYSA-N,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,1.99,2.51,2.26,2.36,2.43,2.61,,0.52,0.27,0.37,0.43,0.61
Nalbuphine,NETZHAKZCGBWSS-CEDHKZHLSA-N,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,5.25,5.00,4.81,5.28,5.28,5.05,,0.25,0.43,0.04,0.03,0.19
Naltrindole,WIYUZYBFCWCCQJ-IFKAHUTRSA-N,C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6,4.45,4.15,4.09,4.25,4.21,3.36,,0.30,0.37,0.20,0.24,1.10
Nandrolone,NPAGDVCDWIYMMC-IZPLOLCNSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,1.06,1.16,1.11,1.33,1.20,1.17,,0.10,0.05,0.28,0.15,0.11
Naringin,DFPMSGMNTNDNHN-ZPHOTFPESA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,5.61,5.99,5.55,6.73,6.31,6.61,,0.38,0.06,1.11,0.70,0.99
Nateglinide,OELFLUMRDSZNSF-OFLPRAFFSA-N,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,1.30,1.49,1.29,1.09,1.76,1.30,,0.19,0.01,0.21,0.46,0.00
Nefazodone,VRBKIVRKKCLPHA-UHFFFAOYSA-N,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,1.88,1.95,2.08,1.91,1.70,2.08,,0.07,0.20,0.03,0.18,0.20
Nelfinavir,QAGYKUNXZHXKMR-HKWSIXNMSA-N,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,1.55,2.11,2.11,2.80,1.97,1.67,,0.56,0.55,1.24,0.42,0.11
Nerylacetate,HIGQPQRQIQDZMP-FLIBITNWSA-N,CC(=CCCC(=CCOC(=O)C)C)C,0.99,0.85,1.42,2.23,0.75,2.40,,0.14,0.42,1.24,0.24,1.41
Nialamide,NOIIUHRQUVNIDD-UHFFFAOYSA-N,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,1.69,1.68,1.82,2.95,1.66,2.99,,0.01,0.13,1.26,0.03,1.30
Nicorandil,LBHIOVVIQHSOQN-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],1.11,1.98,2.06,2.53,1.62,1.81,,0.87,0.95,1.42,0.51,0.70
Nicotine,SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCCC1C2=CN=CC=C2,5.34,4.96,4.87,3.61,4.86,4.67,,0.38,0.46,1.73,0.47,0.67
Nicotinic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,4.01,3.60,3.59,3.67,3.36,3.77,,0.41,0.42,0.34,0.65,0.24
Nicotinoylglycine,ZBSGKPYXQINNGF-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)NCC(=O)O,7.08,6.64,6.21,4.88,6.61,6.10,,0.44,0.87,2.20,0.47,0.98
Nifedipine,HYIMSNHJOBLJNT-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,1.02,0.91,1.06,0.88,1.16,1.18,,0.11,0.03,0.15,0.13,0.16
Nifekalant,OEBPANQZQGQPHF-UHFFFAOYSA-N,CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO,3.21,3.63,3.67,4.10,3.58,4.26,,0.42,0.46,0.89,0.37,1.05
Nimetazepam,GWUSZQUVEVMBPI-UHFFFAOYSA-N,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3,0.98,1.06,1.03,0.69,1.24,1.20,,0.08,0.05,0.29,0.25,0.22
Nimodipine,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,0.94,0.78,1.04,0.98,1.11,0.98,,0.16,0.10,0.04,0.17,0.04
Nitazoxanide,YQNQNVDNTFHQSW-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],1.00,1.31,1.57,-0.19,1.26,0.68,,0.31,0.56,1.19,0.26,0.32
Nitrazepam,KJONHKAYOJNZEC-UHFFFAOYSA-N,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,1.20,1.14,1.21,1.08,1.28,1.21,,0.06,0.01,0.12,0.08,0.01
Nizatidine,SGXXNSQHWDMGGP-IZZDOVSWSA-N,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,4.65,4.32,4.34,4.35,4.29,4.60,,0.33,0.30,0.29,0.36,0.04
Nobiletin,MRIAQLRQZPPODS-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,1.00,0.82,1.07,0.71,0.76,0.74,,0.18,0.07,0.30,0.24,0.26
Norleucine,LRQKBLKVPFOOQJ-YFKPBYRVSA-N,CCCCC(C(=O)O)N,6.99,7.36,6.95,7.90,7.45,7.92,,0.37,0.04,0.91,0.46,0.93
Nornicotine,MYKUKUCHPMASKF-UHFFFAOYSA-N,C1CC(NC1)C2=CN=CC=C2,5.98,5.88,5.55,4.83,5.82,5.30,,0.10,0.43,1.16,0.16,0.68
Norvaline,SNDPXSYFESPGGJ-BYPYZUCNSA-N,CCCC(C(=O)O)N,4.89,6.05,6.15,7.42,6.39,7.54,,1.16,1.26,2.54,1.50,2.66
Noscapine,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,1.31,2.11,2.02,2.01,1.83,1.37,,0.80,0.70,0.70,0.51,0.06
O-Acetylserine,VZXPDPZARILFQX-BYPYZUCNSA-N,CC(=O)OCC(C(=O)O)N,7.67,7.53,7.85,7.33,7.44,7.67,,0.14,0.18,0.34,0.23,0.00
O-Phosphocolamine,SUHOOTKUPISOBE-UHFFFAOYSA-N,C(COP(=O)(O)O)N,9.23,9.41,9.05,9.59,9.25,9.31,,0.18,0.18,0.36,0.02,0.08
O-Phosphoserine,BZQFBWGGLXLEPQ-REOHCLBHSA-N,C(C(C(=O)O)N)OP(=O)(O)O,9.85,9.65,9.65,9.85,9.58,10.25,,0.20,0.20,0.00,0.27,0.39
o-Phosphothreonine,USRGIUJOYOXOQJ-GBXIJSLDSA-N,CC(C(C(=O)O)N)OP(=O)(O)O,9.74,9.62,9.62,9.77,9.56,10.04,,0.12,0.12,0.03,0.18,0.29
O-Succinylhomoserine,GNISQJGXJIDKDJ-UHFFFAOYSA-N,C(COC(=O)CCC(=O)O)C(C(=O)O)N,8.06,8.60,8.44,8.34,8.29,8.66,,0.54,0.38,0.28,0.23,0.60
Octadecanedioic acid,BNJOQKFENDDGSC-UHFFFAOYSA-N,C(CCCCCCCCC(=O)O)CCCCCCCC(=O)O,1.24,1.56,1.72,2.79,1.58,1.91,,0.32,0.48,1.56,0.34,0.67
Octopine,IMXSCCDUAFEIOE-RITPCOANSA-N,CC(C(=O)O)NC(CCCN=C(N)N)C(=O)O,10.28,10.03,9.70,9.34,10.13,9.74,,0.25,0.58,0.94,0.15,0.53
Olanzapine,WXPNDRBBWZMPQG-UHFFFAOYSA-N,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,4.56,4.18,4.07,3.29,4.29,3.63,,0.38,0.49,1.27,0.26,0.93
Olmesartan,VTRAEEWXHOVJFV-UHFFFAOYSA-N,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,4.76,3.25,3.65,5.01,3.29,4.82,,1.51,1.11,0.25,1.47,0.06
Olopatadine,JBIMVDZLSHOPLA-LSCVHKIXSA-N,C[NH+](C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)[O-],4.41,3.97,4.08,4.53,3.89,4.59,,0.44,0.33,0.12,0.52,0.18
Omeprazole,SUBDBMMJDZJVOS-UHFFFAOYSA-N,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1.35,1.45,1.39,1.64,1.37,1.39,,0.10,0.04,0.29,0.02,0.04
Ondansetron,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,2.83,2.44,2.85,1.74,2.19,2.19,,0.39,0.02,1.09,0.64,0.64
Orlistat,AHLBNYSZXLDEJQ-FWEHEUNISA-N,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,0.89,0.94,1.15,0.46,0.89,0.89,,0.05,0.26,0.43,0.00,0.01
Ormetroprim,KEEYRKYKLYARHO-UHFFFAOYSA-N,CC1=CC(=C(C=C1CC2=CN=C(N=C2N)N)OC)OC,4.19,3.66,3.96,4.61,3.93,4.29,,0.53,0.23,0.42,0.26,0.11
Ornidazole,IPWKIXLWTCNBKN-UHFFFAOYSA-N,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],1.08,1.21,1.31,1.71,1.40,1.07,,0.13,0.24,0.63,0.32,0.00
Ornithine,AHLPHDHHMVZTML-BYPYZUCNSA-N,C(CC(C(=O)O)N)CN,9.60,9.32,9.32,9.67,9.52,9.49,,0.28,0.28,0.07,0.08,0.10
Orthanilic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C1=CC=C(C(=C1)[NH3+])S(=O)(=O)[O-],2.52,3.49,3.97,4.05,3.52,2.72,,0.97,1.45,1.52,0.99,0.19
Otenzepad,UBRKDAVQCKZSPO-UHFFFAOYSA-N,CCN(CC)CC1CCCCN1CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,2.94,3.36,3.20,2.64,3.63,3.51,,0.42,0.26,0.30,0.69,0.57
Oxaprozin,OFPXSFXSNFPTHF-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,1.11,1.17,1.18,1.71,1.24,2.38,,0.06,0.07,0.60,0.12,1.27
Oxazepam,ADIMAYPTOBDMTL-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,1.37,1.24,1.31,1.26,1.31,1.35,,0.13,0.06,0.10,0.06,0.02
Oxiconazole,QRJJEGAJXVEBNE-HKOYGPOVSA-N,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,1.08,1.33,1.48,0.75,1.47,1.34,,0.25,0.40,0.33,0.39,0.26
Oxycodone,BRUQQQPBMZOVGD-XFKAJCMBSA-N,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,4.58,4.61,4.56,3.69,4.22,4.30,,0.03,0.02,0.89,0.36,0.28
Oxymorphone,UQCNKQCJZOAFTQ-ISWURRPUSA-N,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,5.50,5.26,5.29,5.24,5.26,5.12,,0.24,0.21,0.26,0.25,0.38
Oxyphenonium,GFRUPHOKLBPHTQ-UHFFFAOYSA-N,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,2.01,1.70,1.94,1.70,1.50,2.10,,0.31,0.07,0.31,0.50,0.09
Oxytetracycline,OWFJMIVZYSDULZ-PXOLEDIWSA-N,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)[O-])C(=O)N)[NH+](C)C)O)O,6.16,6.43,6.34,7.85,6.38,6.23,,0.27,0.18,1.68,0.22,0.07
Ozagrel,SHZKQBHERIJWAO-AATRIKPKSA-N,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O,2.99,2.67,2.59,3.71,2.58,4.25,,0.32,0.40,0.72,0.41,1.26
P-Anisic acid,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(=O)O,1.30,1.69,1.93,2.61,1.64,3.33,,0.39,0.63,1.31,0.34,2.04
Palonosetron,CPZBLNMUGSZIPR-NVXWUHKLSA-N,C1CC2CN(C(=O)C3=C2C(=CC=C3)C1)C4CN5CCC4CC5,4.05,3.67,3.81,4.19,3.44,3.85,,0.38,0.24,0.14,0.61,0.20
Pantoprazole,IQPSEEYGBUAQFF-UHFFFAOYSA-N,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,1.21,1.71,1.32,2.06,1.54,1.72,,0.50,0.11,0.85,0.33,0.51
Papaverine,XQYZDYMELSJDRZ-UHFFFAOYSA-N,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,1.54,1.54,1.50,1.74,1.51,1.35,,0.00,0.04,0.20,0.03,0.19
Paraoxon,WYMSBXTXOHUIGT-UHFFFAOYSA-N,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],1.02,0.96,1.43,0.61,0.96,1.02,,0.06,0.41,0.41,0.06,0.00
Parecoxib,TZRHLKRLEZJVIJ-UHFFFAOYSA-N,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C,0.98,1.03,1.02,0.30,1.22,0.93,,0.05,0.03,0.68,0.24,0.06
Paroxetine,AHOUBRCZNHFOSL-YOEHRIQHSA-N,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,3.08,2.74,2.98,2.47,2.96,2.49,,0.34,0.10,0.61,0.12,0.59
Pazufloxacin,XAGMUUZPGZWTRP-ZETCQYMHSA-N,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O,2.49,3.89,3.28,3.79,3.66,3.66,,1.40,0.79,1.30,1.17,1.17
PD 81723,KKDKAWKYGCUOGR-UHFFFAOYSA-N,CC1=C(SC(=C1C(=O)C2=CC(=CC=C2)C(F)(F)F)N)C,0.94,1.03,1.08,0.46,0.99,0.79,,0.09,0.14,0.48,0.05,0.15
Pefloxacin,FHFYDNQZQSQIAI-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CC[NH+](CC3)C)F)C(=O)[O-],3.65,3.71,3.63,5.44,3.58,4.73,,0.06,0.01,1.79,0.07,1.08
Pemoline,NRNCYVBFPDDJNE-UHFFFAOYSA-N,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,1.39,1.78,1.80,1.16,1.82,2.22,,0.39,0.42,0.23,0.43,0.83
Penciclovir,JNTOCHDNEULJHD-UHFFFAOYSA-N,C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,6.71,6.16,6.17,5.31,6.07,6.21,,0.55,0.55,1.40,0.64,0.51
